#    Num. of WP
    773
#    ID    WP_x[m]         WP_y[m]          Velocity[m/s]		CUT_Flag[1:down, 2:up]		area_type
   494     -46483.4699     -14672.3565          1.6494	              0                         0
   495     -46481.4962     -14672.6812          1.0887	              0                         0
   496     -46481.5218     -14672.6777         -0.7473	              0                         0
   497     -46483.6241     -14672.6990         -1.3261	              0                         0
   498     -46485.5320     -14673.3580         -1.2668	              0                         0
   499     -46486.6257     -14674.0675         -0.6299	              0                         0
   500     -46485.4164     -14672.3040          1.6180	              0                         0
   501     -46485.6384     -14670.2678          1.6593	              0                         0
   502     -46487.1992     -14668.7248          1.8939	              0                         0
   503     -46489.1999     -14667.9215          2.1783	              0                         0
   504     -46491.2731     -14667.4593          1.9257	              0                         0
   505     -46493.3063     -14666.9714          1.9466	              0                         0
   506     -46495.4048     -14666.5082          2.1967	              0                         0
   507     -46497.3804     -14666.0772          2.1357	              0                         0
   508     -46499.3154     -14665.5705          2.0505	              0                         0
   509     -46501.4904     -14665.0019          1.6693	              0                         0
   510     -46503.6072     -14664.4216          1.7857	              0                         0
   511     -46505.7720     -14663.7073          1.8820	              0                         0
   512     -46507.9130     -14662.9574          1.8373	              0                         0
   513     -46509.8943     -14662.4120          2.1784	              0                         0
   514     -46512.0460     -14661.8015          2.2186	              0                         0
   515     -46513.9888     -14661.1554          1.9500	              0                         0
   516     -46516.2227     -14660.7390          1.8060	              0                         0
   517     -46518.2981     -14660.8290          1.7588	              0                         0
   518     -46520.1693     -14661.8209          1.1408	              0                         0
   519     -46521.0191     -14663.7298          0.8460	              0                         0
   520     -46521.3110     -14665.8838          1.3835	              0                         0
   521     -46521.5726     -14667.9520          1.9589	              0                         0
   522     -46521.9629     -14670.1260          1.8042	              0                         0
   523     -46522.3425     -14672.3951          1.9294	              0                         0
   524     -46522.7064     -14674.6179          2.3253	              0                         0
   525     -46523.0376     -14676.8080          2.0818	              0                         0
   526     -46523.4361     -14678.9444          2.1232	              0                         0
   527     -46523.8410     -14681.0902          2.1982	              0                         0
   528     -46524.2423     -14683.1576          2.1087	              0                         0
   529     -46524.5709     -14685.3753          2.2954	              0                         0
   530     -46524.8846     -14687.5705          2.2067	              0                         0
   531     -46525.2014     -14689.7588          2.2362	              0                         0
   532     -46525.5058     -14691.9862          2.1911	              0                         0
   533     -46525.8808     -14694.1257          2.0966	              0                         0
   534     -46526.2209     -14696.2686          2.2391	              0                         0
   535     -46526.5424     -14698.3709          2.1356	              0                         0
   536     -46526.7804     -14700.4455          2.0857	              0                         0
   537     -46527.2059     -14702.6111          1.6694	              0                         0
   538     -46528.3705     -14704.3414          1.5594	              0                         0
   539     -46530.3559     -14705.0103          1.0899	              0                         0
   540     -46530.5116     -14705.0316          0.7281	              0                         0
   541     -46528.3976     -14705.3655         -0.9783	              0                         0
   542     -46527.9103     -14705.5413         -0.6163	              0                         0
   543     -46529.5787     -14704.1764          1.2416	              0                         0
   544     -46529.5525     -14702.1560          0.6367	              0                         0
   545     -46529.1334     -14699.9653          1.5343	              0                         0
   546     -46528.8091     -14697.6851          2.1746	              0                         0
   547     -46528.5023     -14695.4913          2.2197	              0                         0
   548     -46528.1923     -14693.2505          2.2270	              0                         0
   549     -46527.8467     -14691.0721          2.2234	              0                         0
   550     -46527.4664     -14688.9220          2.1663	              0                         0
   551     -46527.1024     -14686.7133          2.1284	              0                         0
   552     -46526.7777     -14684.5487          2.1766	              0                         0
   553     -46526.3959     -14682.4408          2.1868	              0                         0
   554     -46526.0469     -14680.3271          2.0365	              0                         0
   555     -46525.6969     -14678.1552          2.1868	              0                         0
   556     -46525.3683     -14675.9834          2.1773	              0                         0
   557     -46525.0210     -14673.7749          2.3361	              0                         0
   558     -46524.6877     -14671.3757          2.5105	              0                         0
   559     -46524.2822     -14669.0019          2.1889	              0                         0
   560     -46523.8909     -14666.9384          1.9699	              0                         0
   561     -46523.5939     -14664.9417          1.9836	              0                         0
   562     -46523.3173     -14662.8958          1.4344	              0                         0
   563     -46523.6629     -14660.8566          1.1797	              0                         0
   564     -46523.9924     -14660.4022          0.6991	              0                         0
   565     -46522.4446     -14661.7691         -1.3628	              0                         0
   566     -46521.7256     -14662.2306         -0.7739	              0                         0
   567     -46523.6886     -14661.7525          1.3076	              0                         0
   568     -46525.1566     -14662.6915          1.1538	              0                         0
   569     -46525.6982     -14664.1044          0.4902	              0                         0
   570     -46525.4614     -14663.2398          0.2359	              0                         0
   571     -46525.9420     -14665.2437          1.6481	              0                         0
   572     -46526.3424     -14667.5685          2.0744	              0                         0
   573     -46526.7086     -14669.6202          1.9689	              0                         0
   574     -46527.1369     -14671.8366          0.0094	              0                         0
   575     -46527.3979     -14673.9683          2.3016	              0                         0
   576     -46527.7421     -14676.3265          2.3422	              0                         0
   577     -46528.1448     -14678.6069          2.3539	              0                         0
   578     -46528.5015     -14680.8934          2.2387	              0                         0
   579     -46528.8600     -14683.1494          2.3827	              0                         0
   580     -46529.2188     -14685.4169          2.2452	              0                         0
   581     -46529.5918     -14687.6327          2.3485	              0                         0
   582     -46529.9628     -14689.9097          2.2885	              0                         0
   583     -46530.2912     -14692.1189          2.3021	              0                         0
   584     -46530.6392     -14694.3244          2.1316	              0                         0
   585     -46530.9951     -14696.4527          2.1744	              0                         0
   586     -46531.3292     -14698.5925          2.1310	              0                         0
   587     -46531.7298     -14700.9272          1.8989	              0                         0
   588     -46532.1600     -14702.8952          1.6136	              0                         0
   589     -46533.5756     -14704.4291          1.6316	              0                         0
   590     -46534.8236     -14704.7615          0.9191	              0                         0
   591     -46532.6402     -14704.8839         -1.1934	              0                         0
   592     -46531.6691     -14705.0496         -0.8103	              0                         0
   593     -46533.5594     -14703.8954          1.3777	              0                         0
   594     -46534.2102     -14701.9678          0.9751	              0                         0
   595     -46533.9168     -14699.9298          1.2903	              0                         0
   596     -46533.5526     -14697.8216          2.1053	              0                         0
   597     -46533.1671     -14695.6095          2.3429	              0                         0
   598     -46532.8081     -14693.4147          2.1271	              0                         0
   599     -46532.4751     -14691.2587          2.1260	              0                         0
   600     -46532.1085     -14689.0476          2.2997	              0                         0
   601     -46531.7527     -14686.9149          2.2496	              0                         0
   602     -46531.3612     -14684.7192          2.1828	              0                         0
   603     -46531.0138     -14682.5543          2.2358	              0                         0
   604     -46530.6452     -14680.3636          2.2224	              0                         0
   605     -46530.3144     -14678.2128          2.0846	              0                         0
   606     -46529.9619     -14676.1009          2.0955	              0                         0
   607     -46529.6823     -14673.7644          2.5294	              0                         0
   608     -46529.4435     -14671.7299          2.5953	              0                         0
   609     -46529.0250     -14669.3132          2.3392	              0                         0
   610     -46528.7094     -14667.2496          1.8966	              0                         0
   611     -46528.4205     -14664.9614          1.8831	              0                         0
   612     -46528.5426     -14662.9360          1.5580	              0                         0
   613     -46529.3356     -14661.8691          0.6044	              0                         0
   614     -46527.4786     -14663.0923         -1.3302	              0                         0
   615     -46526.3431     -14663.5908         -0.6125	              0                         0
   616     -46528.4879     -14663.5768          1.3084	              0                         0
   617     -46529.9066     -14665.0082          0.8406	              0                         0
   618     -46530.6659     -14667.0819          1.1954	              0                         0
   619     -46530.8496     -14669.2076          1.8583	              0                         0
   620     -46531.2809     -14671.3987          1.9052	              0                         0
   621     -46531.7576     -14673.5595          1.8361	              0                         0
   622     -46532.0120     -14675.6444          2.2986	              0                         0
   623     -46532.4220     -14678.0334          2.4524	              0                         0
   624     -46532.8542     -14680.2987          2.3334	              0                         0
   625     -46533.2849     -14682.5170          2.1562	              0                         0
   626     -46533.6681     -14684.7589          2.2710	              0                         0
   627     -46534.0023     -14687.0071          2.3716	              0                         0
   628     -46534.3824     -14689.2492          2.1894	              0                         0
   629     -46534.7268     -14691.4527          2.2160	              0                         0
   630     -46535.0945     -14693.6240          2.2086	              0                         0
   631     -46535.4928     -14695.8049          2.2437	              0                         0
   632     -46535.8738     -14697.8739          2.0233	              0                         0
   633     -46536.2512     -14699.9408          1.9502	              0                         0
   634     -46536.8051     -14702.0830          1.7647	              0                         0
   635     -46538.2869     -14703.6322          1.5602	              0                         0
   636     -46539.1793     -14703.8046          0.7837	              0                         0
   637     -46537.0940     -14703.6119         -1.4151	              0                         0
   638     -46535.6013     -14703.6727         -0.5108	              0                         0
   639     -46537.5008     -14702.9995          1.5700	              0                         0
   640     -46538.6064     -14701.1732          1.1011	              0                         0
   641     -46538.3652     -14699.1111          1.2568	              0                         0
   642     -46538.0149     -14697.0807          2.0750	              0                         0
   643     -46537.5634     -14694.9335          2.2549	              0                         0
   644     -46537.2082     -14692.7388          2.3325	              0                         0
   645     -46536.8767     -14690.5471          2.1921	              0                         0
   646     -46536.4606     -14688.3957          2.1862	              0                         0
   647     -46536.0567     -14686.2327          2.1659	              0                         0
   648     -46535.6439     -14684.0345          2.2550	              0                         0
   649     -46535.2567     -14681.8566          2.1617	              0                         0
   650     -46534.8973     -14679.6763          2.1779	              0                         0
   651     -46534.5972     -14677.4243          2.2517	              0                         0
   652     -46534.3861     -14675.0722          2.5105	              0                         0
   653     -46533.9068     -14672.7567          2.2668	              0                         0
   654     -46533.3836     -14670.7616          1.9167	              0                         0
   655     -46533.1054     -14668.4928          1.8203	              0                         0
   656     -46533.4057     -14666.3784          0.9280	              0                         0
   657     -46534.8279     -14664.9855          1.2943	              0                         0
   658     -46535.3183     -14664.8413          0.6324	              0                         0
   659     -46533.1575     -14665.0447         -1.2519	              0                         0
   660     -46531.9480     -14665.0136         -0.5547	              0                         0
   661     -46534.0168     -14665.7379          1.5392	              0                         0
   662     -46534.8271     -14667.6059          0.4984	              0                         0
   663     -46535.2877     -14669.7260          1.7558	              0                         0
   664     -46535.8667     -14672.0305          1.9302	              0                         0
   665     -46536.3926     -14673.9965          2.0460	              0                         0
   666     -46536.8717     -14675.9553          1.9806	              0                         0
   667     -46537.1607     -14678.0572          2.1675	              0                         0
   668     -46537.4613     -14680.2457          2.2846	              0                         0
   669     -46537.8616     -14682.4228          2.1574	              0                         0
   670     -46538.2374     -14684.6237          2.2481	              0                         0
   671     -46538.6298     -14686.8516          2.3404	              0                         0
   672     -46538.9732     -14689.0791          2.3470	              0                         0
   673     -46539.3381     -14691.2825          2.2777	              0                         0
   674     -46539.7525     -14693.4105          2.1900	              0                         0
   675     -46540.1715     -14695.5301          2.1479	              0                         0
   676     -46540.5923     -14697.7391          1.8817	              0                         0
   677     -46541.6600     -14699.7835          1.6154	              0                         0
   678     -46542.2891     -14700.2443          0.6589	              0                         0
   679     -46540.4417     -14699.4495         -1.1754	              0                         0
   680     -46538.9347     -14699.1940         -0.5517	              0                         0
   681     -46541.0341     -14698.9883          1.5902	              0                         0
   682     -46542.4098     -14697.8087          1.0106	              0                         0
   683     -46542.5083     -14695.6447          1.0969	              0                         0
   684     -46542.2376     -14693.6564          2.0168	              0                         0
   685     -46541.8841     -14691.5492          2.1254	              0                         0
   686     -46541.4510     -14689.4101          2.2293	              0                         0
   687     -46541.0574     -14687.2482          2.1257	              0                         0
   688     -46540.7080     -14685.0636          2.0736	              0                         0
   689     -46540.3709     -14682.8178          2.3441	              0                         0
   690     -46539.9380     -14680.5740          2.2487	              0                         0
   691     -46539.4353     -14678.3728          2.2755	              0                         0
   692     -46538.9068     -14676.0948          2.2410	              0                         0
   693     -46538.4870     -14673.8877          2.0413	              0                         0
   694     -46538.1508     -14671.9086          2.0510	              0                         0
   695     -46538.2848     -14669.6018          1.7788	              0                         0
   696     -46538.8411     -14668.1910          0.6080	              0                         0
   697     -46537.6775     -14669.8258         -1.3038	              0                         0
   698     -46536.3332     -14670.9627         -0.5060	              0                         0
   699     -46538.3052     -14670.4009          1.4246	              0                         0
   700     -46539.7965     -14671.5022          1.4010	              0                         0
   701     -46540.4749     -14673.4678          0.9217	              0                         0
   702     -46540.9311     -14675.7003          1.6642	              0                         0
   703     -46541.3411     -14677.6705          2.2024	              0                         0
   704     -46541.8027     -14679.8561          2.3292	              0                         0
   705     -46542.3001     -14681.9795          2.2237	              0                         0
   706     -46542.7955     -14684.1394          2.1655	              0                         0
   707     -46543.2644     -14686.3258          2.3537	              0                         0
   708     -46543.6849     -14688.4834          2.0982	              0                         0
   709     -46544.0439     -14690.6143          2.1558	              0                         0
   710     -46544.4562     -14692.6871          2.0443	              0                         0
   711     -46545.2883     -14694.6585          1.7322	              0                         0
   712     -46546.1704     -14695.7496          0.4178	              0                         0
   713     -46544.4021     -14694.4002         -1.1490	              0                         0
   714     -46542.4780     -14693.8539         -1.1958	              0                         0
   715     -46541.6971     -14693.8517         -0.4508	              0                         0
   716     -46543.7684     -14693.3345          1.5966	              0                         0
   717     -46545.2974     -14691.8183          1.5531	              0                         0
   718     -46545.8216     -14689.8680          1.4463	              0                         0
   719     -46545.5653     -14687.4965          1.9675	              0                         0
   720     -46545.0766     -14685.1445          2.1268	              0                         0
   721     -46544.5425     -14682.9987          2.2231	              0                         0
   722     -46543.9591     -14680.9106          2.1228	              0                         0
   723     -46543.2509     -14678.8309          2.2664	              0                         0
   724     -46542.2959     -14676.7827          2.3721	              0                         0
   725     -46541.1244     -14674.7211          2.4252	              0                         0
   726     -46539.7322     -14672.8010          2.2980	              0                         0
   727     -46538.1859     -14670.9528          2.6062	              0                         0
   728     -46536.4854     -14669.3111          2.3159	              0                         0
   729     -46534.7579     -14667.6884          2.2559	              0                         0
   730     -46532.8970     -14666.2578          1.9699	              0                         0
   731     -46531.0618     -14665.0799          1.8204	              0                         0
   732     -46529.1845     -14664.1551          2.1525	              0                         0
   733     -46526.9689     -14663.3379          2.5045	              0                         0
   734     -46524.6201     -14662.8096          2.3854	              0                         0
   735     -46522.2913     -14662.3890          2.3031	              0                         0
   736     -46519.9121     -14662.0056          2.6549	              0                         0
   737     -46517.4410     -14661.6349          2.5191	              0                         0
   738     -46515.4279     -14661.4543          2.2872	              0                         0
   739     -46513.1830     -14661.2542          2.1433	              0                         0
   740     -46511.1346     -14661.0665          2.0347	              0                         0
   741     -46508.9314     -14660.9987          2.3037	              0                         0
   742     -46506.6236     -14661.2998          2.3678	              0                         0
   743     -46504.3351     -14661.8692          2.2979	              0                         0
   744     -46502.1124     -14662.6717          2.2901	              0                         0
   745     -46499.8578     -14663.7008          2.3988	              0                         0
   746     -46497.6488     -14664.7867          2.5216	              0                         0
   747     -46495.4046     -14665.8289          2.4470	              0                         0
   748     -46493.2573     -14666.9372          2.3744	              0                         0
   749     -46491.5148     -14667.9706          2.5061	              0                         0
   750     -46489.4523     -14669.2386          2.3781	              0                         0
   751     -46487.4161     -14670.3979          2.3296	              0                         0
   752     -46485.3027     -14671.4530          2.3597	              0                         0
   753     -46483.2490     -14672.4532          2.2000	              0                         0
   754     -46481.1969     -14673.3986          2.2534	              0                         0
   755     -46479.0792     -14674.3111          2.2932	              0                         0
   756     -46476.9443     -14675.1596          2.2745	              0                         0
   757     -46474.7158     -14675.8068          2.2835	              0                         0
   758     -46472.5484     -14676.3127          2.2263	              0                         0
   759     -46470.2158     -14676.7140          2.2810	              0                         0
   760     -46467.8875     -14677.0384          2.2025	              0                         0
   761     -46465.7626     -14677.4758          2.2377	              0                         0
   762     -46463.5797     -14678.1699          2.2834	              0                         0
   763     -46461.4190     -14679.2503          2.4723	              0                         0
   764     -46459.5023     -14680.6292          2.3777	              0                         0
   765     -46457.9921     -14682.1472          2.2358	              0                         0
   766     -46456.7060     -14683.7257          2.0283	              0                         0
   767     -46455.5609     -14685.3874          0.0102	              0                         0
   768     -46454.5221     -14687.1687          2.1276	              0                         0
   769     -46453.6247     -14689.0091          2.0615	              0                         0
   770     -46452.7327     -14691.2285          2.0080	              0                         0
   771     -46452.0433     -14693.3420          1.5679	              0                         0
   772     -46451.6639     -14695.3344          1.6955	              0                         0
   773     -46451.6514     -14697.3837          1.2126	              0                         0
#	Start Positionn#     -46446.4333     -14695.9133          2.9682
